geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28
country/region,Germany,driving,Deutschland,,,100.0,101.31,102.82,104.61,114.38,109.65,103.81,100.54,102.9,102.65,102.61,112.68,108.85,102.26,101.93,105.2,102.84,105.23,119.14,115.73,106.1,105.13,107.72,106.59,105.26,120.68,120.85,105.91,105.72,108.42,108.83,112.43,130.41,128.0,109.63,108.0,109.42,110.81,108.14,125.52,119.65,99.22,102.49,105.39,104.39,110.47,117.01,115.16,106.11,101.52,104.1,102.87,105.34,115.68,112.85,105.05,99.11,100.16,97.05,87.94,86.47,78.32,72.26,68.97,63.71,59.52,54.87,50.87,37.9,39.75,45.1,45.53,46.48,48.12,49.58,45.98,42.18,50.0,52.68,53.29,53.15,51.46,47.44,55.02,58.99,60.26,61.92,58.89,51.44,51.05,46.1,53.67,61.19,63.04,65.48,64.69,57.58,63.82,66.95,68.02,69.71,70.28,67.88,62.8,68.59,70.08,69.04,70.61,70.3,62.46,65.91,73.49,75.92,77.39,79.3,81.72,84.77,79.18,78.63,,,84.55,87.25,92.03,87.64,93.4,95.37,97.63,105.56,102.46,102.01,91.77,100.28,100.75,102.28,104.72,109.93,126.42,114.01,110.23,134.41,121.2,114.95,111.66,116.95,112.64,112.92,113.83,115.42,121.66,124.56,134.06,116.11,123.09,117.11,118.08,119.46,121.9,131.22,123.26,127.78,121.89,127.65,128.77,131.7,145.55,128.61,129.62,127.65,130.23,132.5,133.68,147.23,138.84,139.33,133.56,133.96,133.64,137.29,148.69,143.36,148.98,139.44,138.74,140.44,144.09,160.96,156.56,156.09,144.21,144.54,145.56,152.42,165.09,152.82,150.18,145.89,145.45,150.79,155.7,169.77,159.06,157.07,149.89,150.96,154.17,156.89,170.31,161.39,157.04,147.8,147.7,148.07,147.12,158.49,153.8,155.41,140.55,143.68,144.91,147.58,157.5,148.24,146.27,136.2,137.31,137.99,141.27,158.24,148.38,146.91,137.81,138.72,140.75,144.07,161.42,153.71,153.02,139.2,139.35,141.79,123.19,164.15,159.95,162.39,142.55,144.84,145.93,150.19,167.37,157.79,161.93,135.95,135.49,134.26,128.83,145.14,130.78,127.49,131.37,131.12,130.15,132.72,144.96,128.12,135.6,127.38,127.88,129.53,131.07,143.2,132.96,124.99,122.35,122.69,122.37,124.29,131.8,120.12,115.87,115.13,115.65,113.77,114.87,121.38,108.31,110.91,105.74,103.97,102.2,105.11,111.11,99.92,90.19,91.33,89.85,88.01,88.56,91.68,85.19,82.93,86.18,86.92,86.69,86.23,92.62,87.74,83.6,85.1,86.27,88.01,86.04,88.93,80.52,75.63,82.3,85.08,85.12,86.09,94.81,81.93,74.17,88.05,86.83,86.34,86.28,90.33,81.55,74.31,84.75,85.23,84.66,85.16,87.76,78.65,69.28,87.89,90.05,75.19,76.29,78.94,68.8,63.82,74.33,75.31,71.56,42.72,48.41,57.18,66.9,75.03
country/region,Germany,transit,Deutschland,,,100.0,102.85,102.41,105.37,114.32,116.37,102.26,99.42,101.25,100.44,103.03,111.85,117.24,99.33,101.54,101.07,99.92,102.77,113.42,115.02,104.64,104.37,104.7,101.33,101.98,113.45,117.99,100.3,104.99,105.67,106.43,112.26,121.04,125.2,114.91,157.64,140.18,132.15,135.25,145.98,149.75,127.86,129.82,128.68,123.84,128.01,138.23,140.56,123.28,118.97,116.1,114.82,117.3,127.44,134.51,115.27,110.61,106.74,101.51,91.75,82.21,77.72,63.99,57.93,50.68,46.15,39.17,33.88,29.1,30.14,31.37,31.0,31.36,31.4,31.8,31.88,29.48,32.39,35.14,33.52,33.82,32.02,33.02,39.16,40.67,40.58,39.96,38.54,40.24,36.2,37.88,38.77,41.62,43.22,44.83,43.47,42.91,46.65,47.02,44.89,46.87,47.32,44.47,44.16,49.81,48.72,46.4,45.55,45.07,45.75,44.9,53.31,54.35,54.6,55.35,56.71,57.39,56.13,55.81,,,59.26,60.24,61.23,61.89,66.72,68.3,69.67,69.97,74.63,68.55,64.35,66.62,74.08,75.87,77.79,77.53,80.63,79.95,78.92,93.36,92.7,89.61,84.31,86.59,87.81,83.7,89.42,90.4,88.74,95.02,102.48,90.55,92.71,95.82,96.68,96.02,93.76,96.46,94.71,95.46,102.85,106.91,106.25,110.48,110.65,108.76,99.43,105.92,108.63,108.49,111.01,117.01,114.54,107.83,111.13,111.31,110.39,113.41,116.07,118.2,112.8,118.35,118.97,114.82,118.91,125.27,129.08,118.44,122.61,123.39,122.68,124.83,128.87,126.56,116.08,128.57,129.5,127.98,128.89,135.26,135.99,125.5,134.63,136.24,140.24,141.68,143.12,138.43,129.5,137.47,139.22,135.32,132.56,132.68,135.17,129.19,132.26,130.5,131.36,133.93,137.85,131.39,121.36,124.05,126.14,123.34,126.67,133.13,130.99,119.8,129.65,129.89,127.72,132.57,140.58,139.6,129.32,129.84,129.26,131.37,110.21,142.5,149.62,133.06,133.24,134.76,149.53,163.28,165.99,168.08,154.41,146.18,144.18,141.46,136.89,146.71,141.23,131.93,150.9,133.13,136.89,140.02,144.43,142.97,140.86,144.84,142.88,139.65,143.22,135.81,133.34,125.27,133.37,131.83,127.4,124.84,127.89,120.68,114.68,120.19,119.52,118.85,119.14,117.44,112.24,114.45,114.16,112.91,107.55,110.0,111.72,110.7,105.11,102.5,97.58,93.8,93.01,92.62,89.23,89.47,91.62,90.61,88.59,88.63,92.78,89.92,87.93,89.68,91.14,90.17,86.65,86.1,82.29,80.17,87.18,87.72,85.89,86.53,89.35,82.61,79.0,89.54,89.97,87.16,88.18,89.01,85.99,80.47,90.92,86.89,84.69,83.46,83.57,78.89,73.22,88.87,85.26,70.43,71.62,71.34,64.54,63.49,67.57,65.88,58.58,43.21,46.4,52.56,59.75,68.7
country/region,Germany,walking,Deutschland,,,100.0,104.04,107.18,110.76,124.13,137.91,91.01,99.26,102.36,100.62,104.64,119.37,135.62,89.33,99.07,98.48,99.88,106.28,127.99,139.86,91.42,104.16,105.5,108.79,109.22,128.59,150.13,86.21,91.76,104.04,108.17,112.38,141.37,161.49,98.68,111.55,115.71,109.61,121.49,131.42,149.93,93.4,114.25,106.82,99.85,104.58,123.05,138.07,95.72,102.74,103.29,101.89,102.6,116.04,140.22,93.98,96.92,90.68,96.4,89.79,88.28,95.38,75.8,71.25,61.98,57.99,51.98,45.37,36.4,42.76,42.11,43.85,43.83,45.78,52.26,58.85,33.95,42.5,47.88,50.5,50.82,48.24,59.17,75.42,66.13,66.37,67.94,65.26,73.42,67.61,67.93,54.13,55.07,63.21,69.23,69.5,69.57,75.93,66.52,66.47,68.86,72.15,68.32,72.98,81.52,70.04,59.81,59.04,60.08,59.29,59.26,75.48,67.46,71.69,76.51,79.51,83.97,86.37,67.66,,,70.99,76.74,81.74,90.52,90.51,88.46,92.02,95.48,115.17,99.99,86.18,76.8,88.31,96.16,98.12,100.55,110.61,124.97,115.52,130.53,118.8,107.89,95.61,100.36,115.09,92.43,106.73,105.71,107.56,117.11,147.47,124.84,89.06,104.74,107.81,107.9,110.78,118.48,131.78,112.89,115.69,123.12,122.28,122.41,132.81,135.19,101.98,115.93,122.35,119.96,123.7,141.2,151.61,114.4,122.91,130.49,124.69,127.11,137.16,159.03,129.87,137.68,133.7,130.12,130.97,150.75,170.51,131.52,140.72,148.2,146.82,147.9,153.04,165.86,120.28,144.64,147.36,152.58,151.76,155.29,163.16,126.14,151.56,156.76,160.27,155.65,156.51,160.95,123.81,143.64,146.16,143.5,142.28,149.45,162.77,126.67,138.45,144.17,147.67,144.9,147.13,160.86,122.0,133.39,136.64,127.3,138.44,148.46,164.79,113.42,133.74,138.8,139.43,137.75,158.58,175.33,128.59,138.64,140.58,140.18,124.24,159.58,186.74,143.75,139.74,143.83,144.57,151.63,169.42,194.18,148.24,141.45,142.17,136.81,129.82,141.89,142.85,113.12,146.41,138.05,136.0,136.3,154.87,148.73,128.56,133.18,134.76,136.14,138.6,152.11,156.99,116.9,132.0,134.86,127.27,130.1,132.77,137.14,107.48,124.19,121.63,118.91,122.17,118.78,125.7,106.01,106.33,108.11,104.31,103.61,112.21,125.82,85.86,93.22,90.77,88.36,90.22,92.42,100.45,86.82,86.55,86.44,84.95,85.68,92.81,100.42,85.9,82.84,84.94,89.54,80.92,85.62,84.29,69.38,78.83,82.22,81.05,82.02,92.42,87.31,66.58,83.39,83.43,81.8,82.53,88.24,89.1,65.89,81.53,83.52,79.76,81.87,84.72,82.44,62.38,87.4,88.14,73.03,74.57,77.18,71.28,59.99,72.19,71.79,64.64,36.63,40.2,49.02,53.87,67.38
city,Berlin,driving,,,Germany,100.0,105.36,107.04,109.71,116.27,110.4,98.89,101.88,103.34,100.95,102.77,110.28,106.29,92.04,103.97,109.13,102.16,108.05,120.15,105.44,93.07,100.63,100.7,99.76,100.91,109.82,108.3,92.91,101.56,104.01,105.26,110.55,123.98,116.22,98.32,107.4,108.75,111.06,113.46,119.89,115.21,98.39,108.68,110.96,107.15,110.79,116.54,110.85,97.64,100.72,104.31,99.51,103.42,110.47,106.0,94.93,97.52,96.65,94.53,89.6,83.87,75.05,64.53,70.44,64.33,61.48,54.14,47.77,39.78,39.65,42.73,43.27,43.73,45.51,46.58,43.64,35.17,44.38,47.67,48.71,49.06,46.72,43.35,50.19,56.9,58.36,59.2,54.24,45.64,46.55,45.58,45.94,57.87,59.18,62.32,59.52,54.9,57.02,63.24,66.42,68.16,70.84,64.87,56.7,61.7,71.57,70.4,68.64,68.5,58.36,56.94,63.03,72.07,73.32,76.81,76.73,73.87,74.45,74.77,,,80.57,86.61,87.58,76.65,79.23,87.3,89.47,97.14,86.2,84.32,74.76,73.84,91.98,96.21,97.49,102.87,110.96,91.75,85.44,109.25,112.07,109.22,103.75,107.43,98.15,95.48,105.25,107.04,110.75,117.16,121.21,98.66,109.39,111.19,116.03,119.13,113.32,114.95,99.18,102.26,113.8,119.73,119.14,128.65,131.13,120.14,102.72,119.43,120.69,120.85,133.04,130.9,118.91,109.63,117.98,118.15,118.16,123.46,125.2,119.16,112.64,121.14,125.71,120.83,123.71,129.39,130.57,118.44,123.95,127.91,126.85,131.91,142.47,127.77,111.66,128.37,130.78,130.84,134.15,145.7,143.51,115.92,133.81,135.98,145.06,147.94,153.68,144.47,131.66,143.34,142.93,143.93,140.32,146.2,139.09,133.68,137.14,141.72,144.29,142.45,150.76,126.9,126.11,127.16,131.36,128.75,133.06,147.5,136.51,120.32,130.39,129.19,130.66,137.09,146.07,134.68,128.55,128.56,127.33,133.37,118.23,150.08,144.18,133.14,133.27,136.22,140.76,141.37,159.59,139.29,134.53,131.7,128.33,130.68,128.45,135.93,118.01,111.33,139.75,130.66,132.88,130.28,139.42,126.47,123.55,125.36,126.09,124.4,142.4,146.76,111.66,101.72,114.15,114.78,111.95,112.55,114.4,101.33,90.04,107.24,108.03,106.21,111.76,110.26,98.38,101.53,103.22,105.68,106.65,107.32,110.85,98.34,87.66,92.8,91.36,88.85,89.32,87.38,80.6,78.22,86.18,87.93,87.21,86.18,87.11,79.89,77.14,85.62,87.72,92.79,85.38,85.47,72.52,67.55,83.17,85.17,84.37,89.26,90.1,75.21,67.64,86.72,85.62,85.0,85.79,90.19,75.46,68.76,84.38,86.19,84.9,85.63,86.14,76.08,63.88,94.04,93.52,72.57,74.76,75.05,61.57,56.84,69.75,68.31,62.93,40.12,40.31,44.75,51.88,61.56
city,Berlin,transit,,,Germany,100.0,104.84,104.32,109.63,119.85,121.96,100.37,98.47,101.49,100.53,105.14,115.72,120.86,95.89,99.29,101.01,98.79,104.58,116.97,116.51,101.18,103.25,103.06,99.91,102.05,112.29,117.4,95.13,103.37,104.9,107.04,115.33,125.41,128.95,105.08,115.42,113.66,116.4,120.85,133.78,136.3,111.76,117.28,118.81,112.76,120.1,128.94,130.05,108.14,104.79,100.77,99.0,101.77,112.71,118.9,96.27,94.35,90.74,87.2,80.36,72.41,66.06,49.47,47.0,40.55,37.04,29.56,24.92,21.68,21.06,21.72,21.28,21.65,21.35,21.89,20.87,19.33,22.03,24.39,22.88,23.02,21.69,21.73,23.86,27.69,27.25,26.52,25.09,24.77,22.44,22.81,23.55,28.44,28.85,30.67,28.88,28.23,29.19,32.29,30.87,32.97,33.58,31.23,29.66,31.62,34.74,33.3,32.49,32.82,33.42,32.48,35.49,39.31,38.98,39.99,40.31,41.59,42.68,38.82,,,44.67,46.09,47.54,45.87,45.32,49.41,51.29,52.19,51.08,50.02,46.06,43.41,53.28,56.72,58.38,57.84,60.12,57.9,53.42,63.68,69.4,68.62,64.38,67.47,69.16,58.92,67.12,69.75,68.8,71.75,79.69,69.19,69.33,72.82,75.54,75.27,72.03,75.42,71.01,66.5,76.61,79.67,80.48,87.64,86.07,88.27,69.55,79.48,81.83,81.68,85.98,90.52,88.47,74.2,81.86,81.72,82.08,84.42,86.27,88.12,75.65,85.15,88.45,82.67,86.69,94.53,98.17,81.57,87.48,89.36,87.86,93.01,98.05,95.71,78.84,93.24,98.75,96.7,96.55,103.69,106.8,86.11,101.01,103.22,107.93,111.91,115.04,110.02,97.56,105.4,107.59,105.27,104.05,105.11,108.63,96.83,102.03,100.2,101.39,105.43,113.48,103.29,92.89,93.39,96.09,92.73,97.75,106.82,105.24,85.61,97.09,96.96,96.49,102.92,110.48,109.07,94.59,94.27,94.79,100.49,86.97,112.3,120.25,97.71,96.68,100.44,110.5,109.2,119.31,120.76,101.25,98.25,99.9,100.1,100.86,109.67,104.97,91.52,110.45,98.04,98.75,102.31,108.06,108.88,99.96,106.78,105.93,102.26,114.8,93.4,94.83,83.2,91.95,92.97,86.55,90.19,90.09,87.43,76.2,84.33,85.2,83.31,86.32,84.38,82.87,82.06,80.74,82.0,79.45,82.26,87.06,88.29,78.92,75.13,71.31,68.65,68.54,68.17,67.48,63.61,64.22,64.54,61.66,63.17,67.39,65.42,60.85,61.98,63.37,64.74,61.74,62.28,60.03,53.34,60.21,61.77,60.51,61.91,67.62,62.32,53.64,62.97,62.94,61.28,62.63,66.25,66.09,56.03,64.16,63.01,61.12,60.28,62.86,59.17,51.65,67.59,64.77,48.78,50.47,51.48,44.95,41.59,45.76,43.75,38.79,28.24,27.9,30.43,34.65,42.53
city,Berlin,walking,,,Germany,100.0,107.17,111.6,116.41,134.55,149.26,99.5,95.27,101.05,99.09,106.89,127.18,134.96,87.69,98.24,96.32,97.17,105.93,134.49,131.71,92.85,97.33,98.23,97.71,100.65,124.78,144.6,97.19,98.04,103.72,110.9,122.99,150.48,167.42,106.55,118.9,118.43,118.34,129.47,155.62,169.47,106.02,126.17,128.0,111.35,126.36,147.36,157.32,105.68,106.79,100.12,98.94,107.85,122.55,137.77,99.11,97.33,86.73,96.43,85.72,83.72,89.4,60.87,60.39,51.35,49.84,38.72,33.53,33.29,33.19,31.1,32.98,31.89,35.8,38.27,43.8,21.18,27.02,31.74,34.7,34.15,33.84,42.15,50.01,46.89,47.76,48.57,43.16,47.78,44.67,52.02,34.1,39.0,42.74,48.81,48.22,54.9,51.28,46.46,47.87,51.26,54.12,49.04,48.86,53.03,53.29,50.52,43.57,44.65,50.61,42.61,50.12,46.65,47.84,56.1,54.65,64.85,70.92,50.67,,,53.7,55.6,61.89,61.48,60.95,58.2,62.96,67.39,74.98,67.4,61.63,43.29,57.29,71.07,70.67,71.69,77.26,82.52,75.78,85.99,84.53,83.04,72.7,80.62,89.15,70.9,80.73,83.35,83.42,90.17,106.85,82.01,83.03,83.85,88.56,91.23,84.7,86.06,83.31,77.01,84.79,91.08,89.5,93.98,97.86,104.47,71.81,86.39,92.09,86.94,102.79,111.58,116.84,84.21,92.68,96.7,96.28,92.63,105.41,119.46,92.68,104.57,110.69,94.15,106.89,116.44,134.57,97.48,108.46,117.51,116.59,121.46,128.5,134.5,88.69,118.41,127.28,125.52,123.95,136.08,146.85,94.81,127.21,133.49,135.08,135.63,135.96,130.33,99.48,116.55,125.96,124.84,125.04,132.91,138.59,105.81,116.03,116.46,124.13,126.24,128.26,129.65,105.01,108.26,114.17,97.3,113.37,135.51,150.96,89.54,106.58,109.51,101.87,116.84,127.29,133.63,103.47,102.31,105.38,110.57,98.59,128.87,146.48,105.93,105.55,114.58,117.31,119.33,137.59,148.97,109.61,104.94,109.16,110.68,107.86,115.9,106.05,90.18,131.64,110.63,108.65,110.82,123.78,138.06,105.17,103.37,108.21,105.13,124.55,138.47,109.14,82.85,92.93,94.08,76.31,88.48,90.81,95.4,65.83,81.17,82.23,82.5,90.17,82.2,91.38,80.79,75.06,79.36,79.21,78.07,80.42,91.13,68.37,67.45,68.08,65.08,65.47,65.38,71.82,60.5,57.8,59.12,58.33,62.5,66.33,67.29,60.7,60.46,58.92,68.77,58.29,61.73,56.55,46.4,55.83,58.18,55.37,58.07,65.03,59.05,46.53,57.58,59.74,56.83,57.2,61.06,62.89,49.96,57.77,59.29,56.16,56.98,58.89,58.75,43.2,64.49,65.73,49.68,50.92,52.45,46.81,39.92,48.57,45.95,40.96,24.33,25.18,30.05,34.14,43.81
city,Hamburg,driving,,,Germany,100.0,101.73,102.87,106.65,112.44,105.27,99.15,100.28,104.6,105.72,104.64,110.4,103.01,94.53,104.2,106.66,105.68,108.51,117.2,109.19,98.79,106.75,111.38,108.54,108.81,123.95,116.47,97.88,110.39,110.77,109.29,115.73,126.69,120.24,105.16,107.04,114.22,116.87,113.89,133.02,116.1,101.73,110.58,109.93,113.21,119.71,124.87,111.36,106.56,105.52,105.4,107.32,114.09,114.42,115.84,103.17,101.88,103.55,100.68,91.76,86.08,79.03,66.51,70.89,62.26,56.59,52.67,49.75,40.64,41.37,47.15,47.03,48.63,50.29,51.47,48.01,42.37,50.05,53.75,53.29,53.27,52.09,47.42,55.9,61.41,60.09,62.27,57.43,48.28,49.97,46.62,52.51,60.81,63.34,64.77,63.86,59.42,64.12,70.33,70.75,71.83,73.16,67.72,59.68,63.35,72.25,70.55,70.34,70.69,57.18,62.9,68.07,78.93,83.0,80.84,80.72,85.42,85.83,80.04,,,85.68,89.93,91.3,80.36,84.93,96.29,98.23,111.42,91.47,91.68,83.33,89.78,101.0,103.89,105.45,110.72,133.64,105.63,91.3,118.45,123.99,112.37,109.86,114.06,110.73,105.61,111.58,111.78,123.85,125.51,131.37,109.71,118.67,121.35,127.93,124.66,123.28,130.9,125.55,126.81,121.98,127.11,131.84,135.32,157.44,116.58,117.63,124.18,123.5,124.2,128.74,137.5,119.94,115.54,127.43,126.29,124.93,131.25,142.35,129.07,125.13,129.52,125.71,130.4,138.26,156.29,147.23,129.52,133.97,131.49,134.11,139.22,146.12,135.82,125.7,134.59,135.06,137.73,147.02,166.38,162.61,142.96,147.0,152.12,158.78,160.06,180.67,163.91,143.4,145.59,147.36,147.19,148.52,166.57,159.2,146.45,138.03,138.58,142.89,143.18,162.36,144.02,131.21,138.16,134.74,137.7,141.02,167.8,150.36,144.05,136.26,139.57,139.75,140.56,158.94,150.56,137.2,132.06,134.55,135.26,117.89,159.96,146.41,156.17,139.41,142.81,143.04,146.77,170.14,174.91,176.98,136.29,142.54,141.28,130.03,167.31,132.47,125.84,146.08,139.11,137.28,138.85,158.3,125.9,125.91,124.44,123.22,122.37,125.99,140.63,140.84,117.4,127.61,128.13,141.37,159.03,148.78,135.78,120.52,118.73,120.24,116.68,120.54,131.17,114.07,104.21,106.5,106.63,104.61,106.23,112.09,85.63,92.42,96.43,99.1,91.12,90.35,91.73,83.52,81.3,87.58,89.65,89.1,87.78,92.77,82.32,81.23,86.94,87.77,88.68,86.88,90.64,75.98,72.18,88.45,87.88,87.79,89.62,99.6,85.46,72.35,90.93,92.43,92.53,91.19,92.32,81.37,72.88,88.56,88.82,87.85,91.91,89.52,78.3,66.76,93.64,104.26,77.88,78.89,84.0,73.6,65.5,77.21,77.28,72.09,41.96,45.9,47.95,55.51,69.83
city,Hamburg,transit,,,Germany,100.0,98.86,99.74,102.18,115.69,123.12,103.5,103.82,101.58,105.36,105.38,119.21,123.21,95.96,102.75,99.94,104.18,106.75,121.72,127.12,112.62,110.42,113.6,106.88,114.57,140.28,143.71,105.39,111.87,111.76,121.56,119.71,141.47,145.19,134.81,234.4,207.17,179.93,190.07,227.14,239.76,192.35,178.97,169.49,183.47,180.4,205.52,216.37,172.57,156.53,155.83,163.87,169.39,192.26,226.2,172.18,159.36,157.3,150.06,131.93,121.82,122.11,88.97,73.19,58.81,50.64,45.38,45.85,37.23,40.51,42.5,39.71,41.83,43.85,43.61,42.22,39.58,44.29,45.83,44.97,44.46,43.36,44.9,50.18,52.55,55.71,54.75,53.17,53.5,47.78,50.44,55.96,58.73,62.11,56.9,58.81,60.48,66.79,63.69,65.28,60.86,65.16,60.88,58.61,65.45,66.83,64.28,62.2,59.72,57.94,58.9,68.68,75.16,82.13,83.27,77.38,81.1,77.12,78.4,,,81.01,83.1,82.51,79.87,89.06,94.17,93.98,94.9,100.51,95.94,92.92,87.82,106.77,104.83,110.66,111.76,121.89,121.65,112.06,130.66,132.92,125.87,121.83,130.51,130.48,124.83,134.42,139.94,135.19,151.58,155.98,135.89,140.48,146.29,148.37,145.16,136.26,142.04,150.35,151.21,152.26,157.47,157.47,158.44,170.61,152.64,146.18,154.51,157.58,161.21,165.85,183.3,178.64,159.39,169.43,173.67,176.28,171.56,184.97,195.23,172.5,178.72,189.12,191.83,202.92,216.13,226.7,183.08,205.03,214.04,217.58,207.65,213.52,209.96,188.33,222.09,219.08,217.25,220.53,236.99,247.49,215.1,236.84,253.36,260.17,263.03,257.01,260.48,217.6,236.33,238.79,233.52,228.42,242.75,249.19,212.37,225.91,222.48,228.31,224.07,237.85,263.08,196.61,217.36,217.32,219.8,209.65,240.4,246.61,202.84,212.26,215.49,218.92,221.45,243.16,262.26,206.15,212.09,209.27,219.71,185.5,242.44,262.75,215.28,218.04,225.03,255.14,277.5,294.48,320.55,270.64,249.05,245.78,245.78,232.5,266.18,262.33,225.63,268.24,229.76,242.04,245.6,255.05,252.24,232.02,243.83,245.03,240.22,240.72,250.0,256.94,220.81,245.17,247.71,261.25,223.16,248.83,235.82,204.51,201.43,206.29,199.16,204.51,206.94,195.28,170.62,164.84,166.99,160.28,163.21,161.85,155.03,157.08,148.37,141.3,144.18,138.4,142.55,140.04,128.83,139.94,137.54,133.16,142.09,143.61,130.53,134.68,138.33,138.73,135.03,132.09,129.65,122.04,120.48,132.0,133.54,133.34,136.35,137.87,119.96,125.19,134.88,133.89,140.39,137.49,138.17,130.72,126.15,145.36,131.98,125.54,129.06,124.95,122.57,111.01,135.94,130.97,110.7,112.75,114.83,103.85,97.32,105.54,101.52,86.97,61.56,65.85,74.9,89.96,109.94
